site,year,georegion,season,num_plots_sampled,DERIMB,EVATRO,HENSPP,MEDAEQ,ORTKOE,PISOCH,PYCHEL,SOLSPP,ASTSPP,LETNAN,PATMIN,PISBRE,PISGIG
Occulto,2002,CA Central,Spring,1,0,0,0,0,0,74,0,0,0,0,0,0,0
Occulto,2003,CA Central,Fall,1,0,0,0,0,0,152,0,0,0,0,0,0,0
Occulto,2003,CA Central,Spring,1,0,0,0,0,0,219,0,0,0,0,0,0,0
Occulto,2004,CA Central,Fall,1,0,0,0,0,0,191,0,0,0,0,0,0,0
Occulto,2004,CA Central,Spring,1,0,0,0,0,0,108,0,0,0,0,0,0,0
Occulto,2005,CA Central,Fall,1,0,0,0,0,0,261,0,0,0,0,0,0,0
Occulto,2005,CA Central,Spring,1,0,0,0,0,0,108,0,0,0,0,0,0,0
Occulto,2006,CA Central,Fall,1,0,0,0,0,0,260,0,0,0,0,0,0,0
Occulto,2006,CA Central,Spring,1,0,0,0,0,0,433,0,0,0,0,0,0,0
Occulto,2007,CA Central,Fall,1,0,0,0,0,0,108,0,0,0,0,0,0,0
Occulto,2007,CA Central,Spring,1,0,0,0,0,0,207,0,0,0,0,0,0,0
Occulto,2008,CA Central,Fall,1,0,0,0,0,0,146,0,0,0,0,0,0,0
Occulto,2008,CA Central,Spring,1,0,0,0,0,0,109,0,0,0,0,0,0,0
Occulto,2009,CA Central,Fall,1,0,0,0,0,0,47,0,0,0,0,0,0,0
Occulto,2009,CA Central,Spring,1,0,0,0,0,0,183,0,0,0,0,0,0,0
Occulto,2010,CA Central,Fall,1,0,0,0,0,0,70,0,0,0,0,0,0,0
Occulto,2010,CA Central,Spring,1,0,0,0,0,0,47,0,0,0,0,0,0,0
Occulto,2011,CA Central,Fall,1,0,0,0,0,0,130,0,0,0,0,0,0,0
Occulto,2011,CA Central,Spring,1,0,0,0,0,0,35,0,0,0,0,0,0,0
Occulto,2012,CA Central,Fall,1,0,0,0,0,0,214,0,0,0,0,0,0,0
Occulto,2012,CA Central,Spring,1,0,0,0,0,0,63,0,0,0,0,0,0,0
Occulto,2013,CA Central,Fall,1,0,0,0,0,0,342,0,0,0,0,0,0,0
Occulto,2013,CA Central,Spring,1,0,0,0,0,0,120,0,0,0,0,0,0,0
Occulto,2014,CA Central,Fall,1,0,0,0,0,0,68,0,0,0,0,0,0,0
Occulto,2014,CA Central,Spring,1,0,0,0,0,0,13,0,0,0,0,0,0,0
Occulto,2015,CA Central,Spring,1,0,0,0,0,0,31,0,0,0,0,0,0,0
Occulto,2017,CA Central,Fall,1,0,0,0,0,0,25,0,0,0,0,0,0,0
Occulto,2018,CA Central,Fall,1,0,0,0,0,0,15,0,0,0,0,0,0,0
Occulto,2019,CA Central,Fall,1,0,0,0,0,0,10,0,0,0,0,0,0,0
Occulto,2020,CA Central,Fall,1,0,0,0,0,0,15,0,0,0,0,0,0,0
Occulto,2021,CA Central,Fall,1,0,0,0,0,0,8,0,0,0,0,0,0,0
Piedras Blancas,2007,CA Central,Fall,3,0,0,0,0,0,174,0,0,0,0,0,0,0
Piedras Blancas,2008,CA Central,Spring,3,0,0,2,0,0,153,0,0,0,0,0,0,0
Piedras Blancas,2009,CA Central,Spring,3,0,0,0,0,0,129,0,0,0,0,0,0,0
Piedras Blancas,2011,CA Central,Fall,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedras Blancas,2011,CA Central,Fall,3,0,0,0,0,0,97,0,0,0,0,1,0,0
Piedras Blancas,2015,CA Central,Spring,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedras Blancas,2016,CA Central,Spring,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Piedras Blancas,2017,CA Central,Spring,3,0,0,0,0,0,58,0,0,0,0,4,0,0
Piedras Blancas,2020,CA Central,Fall,1,0,0,0,0,0,19,0,0,0,0,1,0,0
Piedras Blancas,2021,CA Central,Spring,1,0,0,0,0,0,17,0,0,0,0,0,0,0
Piedras Blancas,2021,CA Central,Summer,1,0,0,0,0,0,18,0,0,0,0,0,0,0
Point Lobos,2004,CA Central,Fall,3,0,0,0,0,0,5,0,0,0,0,0,0,0
Point Lobos,2004,CA Central,Spring,3,0,0,0,0,0,7,0,0,0,0,0,0,0
Point Lobos,2005,CA Central,Fall,3,0,0,0,0,0,3,0,0,0,0,0,0,0
Point Lobos,2005,CA Central,Spring,3,0,0,0,0,0,1,0,0,0,0,0,0,0
Point Lobos,2006,CA Central,Fall,3,0,0,0,0,0,7,0,0,0,0,0,0,0
Point Lobos,2006,CA Central,Spring,3,0,0,0,0,0,2,0,0,0,0,0,0,0
Point Lobos,2007,CA Central,Fall,3,0,0,0,0,0,2,0,0,0,0,0,0,0
Point Lobos,2007,CA Central,Spring,3,1,0,1,0,0,3,0,0,0,0,3,0,0
Point Lobos,2008,CA Central,Fall,3,0,0,0,0,0,6,0,0,0,0,0,0,0
Point Lobos,2008,CA Central,Spring,3,0,0,0,0,0,4,0,0,0,0,2,0,0
Point Lobos,2009,CA Central,Fall,3,0,0,3,0,0,6,0,0,0,0,2,0,1
Point Lobos,2009,CA Central,Spring,3,0,0,0,0,0,6,0,0,0,0,4,0,0
Point Lobos,2010,CA Central,Fall,3,0,0,0,0,0,9,0,0,0,0,0,0,0
Point Lobos,2010,CA Central,Spring,3,0,0,1,0,0,10,0,0,0,0,3,0,1
Point Lobos,2011,CA Central,Fall,3,0,0,4,0,0,10,0,0,0,0,1,0,0
Point Lobos,2011,CA Central,Spring,3,0,0,0,0,0,5,0,0,0,0,1,0,0
Point Lobos,2012,CA Central,Spring,3,0,0,2,0,0,7,0,0,0,0,2,0,0
Point Lobos,2013,CA Central,Fall,3,1,0,3,0,0,0,0,0,0,0,0,0,0
Point Lobos,2013,CA Central,Spring,3,0,0,0,0,0,6,0,0,0,0,0,0,0
Point Lobos,2014,CA Central,Fall,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Point Lobos,2014,CA Central,Spring,3,0,0,3,0,0,1,0,0,0,0,0,0,0
Point Lobos,2015,CA Central,Fall,3,0,0,4,0,0,3,0,0,0,0,4,0,0
Point Lobos,2015,CA Central,Spring,3,0,0,9,0,0,0,0,0,0,0,1,0,1
Point Lobos,2016,CA Central,Spring,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Point Lobos,2017,CA Central,Spring,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Point Lobos,2018,CA Central,Spring,3,0,0,2,0,0,2,0,0,0,0,1,0,0
Point Lobos,2019,CA Central,Spring,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Point Lobos,2020,CA Central,Fall,3,0,0,0,0,0,0,0,0,0,0,1,0,0
Point Lobos,2020,CA Central,Spring,3,0,0,0,0,0,2,0,0,0,0,1,0,0
Point Lobos,2021,CA Central,Spring,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Point Lobos,2021,CA Central,Spring,4,1,0,1,0,0,11,0,0,0,0,7,0,0
Point Pinos,2007,CA Central,Fall,3,0,0,14,0,0,61,0,0,0,0,17,0,1
Point Pinos,2008,CA Central,Spring,3,0,0,3,0,0,39,0,0,0,0,17,0,0
Point Pinos,2009,CA Central,Spring,3,0,0,10,0,0,42,0,0,0,0,11,0,0
Point Pinos,2011,CA Central,Fall,3,0,0,16,0,0,19,3,0,0,0,10,0,0
Point Pinos,2017,CA Central,Spring,3,0,0,10,0,0,0,0,0,0,0,26,0,1
Point Pinos,2020,CA Central,Spring,3,0,0,1,0,0,0,0,0,0,0,37,0,1
Point Sierra Nevada,1995,CA Central,Fall,3,0,0,0,0,0,46,0,0,0,0,0,0,0
Point Sierra Nevada,1996,CA Central,Fall,3,0,0,0,0,0,47,0,0,0,0,0,0,0
Point Sierra Nevada,1996,CA Central,Spring,3,0,0,0,0,0,25,0,0,0,0,0,0,0
Point Sierra Nevada,1997,CA Central,Fall,3,0,0,0,0,0,27,0,0,0,0,0,0,0
Point Sierra Nevada,1997,CA Central,Spring,3,0,0,0,0,0,19,0,0,0,0,0,0,0
Point Sierra Nevada,1998,CA Central,Fall,3,0,0,0,0,0,54,0,0,0,0,0,0,0
Point Sierra Nevada,1998,CA Central,Spring,3,0,0,0,0,0,34,0,0,0,0,0,0,0
Point Sierra Nevada,1999,CA Central,Fall,3,0,0,0,0,0,54,0,0,0,0,0,0,0
Point Sierra Nevada,1999,CA Central,Spring,3,0,0,0,0,0,46,0,0,0,0,0,0,0
Point Sierra Nevada,2000,CA Central,Fall,3,0,0,0,0,0,90,0,0,0,0,0,0,0
Point Sierra Nevada,2000,CA Central,Spring,3,0,0,0,0,0,69,0,0,0,0,0,0,0
Point Sierra Nevada,2001,CA Central,Fall,3,0,0,0,0,0,66,0,0,0,0,0,0,0
Point Sierra Nevada,2001,CA Central,Spring,3,0,0,0,0,0,57,0,0,0,0,0,0,0
Point Sierra Nevada,2002,CA Central,Fall,3,0,0,0,0,0,73,0,0,0,0,0,0,0
Point Sierra Nevada,2002,CA Central,Spring,3,0,0,0,0,0,46,0,0,0,0,0,0,0
Point Sierra Nevada,2003,CA Central,Fall,3,0,0,0,0,0,78,0,0,0,0,0,0,0
Point Sierra Nevada,2003,CA Central,Spring,3,0,0,0,0,0,76,0,0,0,0,0,0,0
Point Sierra Nevada,2004,CA Central,Fall,3,0,0,0,0,0,84,0,0,0,0,0,0,0
Point Sierra Nevada,2004,CA Central,Spring,3,0,0,0,0,0,103,0,0,0,0,0,0,0
Point Sierra Nevada,2005,CA Central,Fall,3,0,0,0,0,0,42,0,0,0,0,0,0,0
Point Sierra Nevada,2005,CA Central,Spring,3,0,0,0,0,0,85,0,0,0,0,0,0,0
Point Sierra Nevada,2006,CA Central,Fall,3,0,0,0,0,0,47,0,0,0,0,0,0,0
Point Sierra Nevada,2006,CA Central,Spring,3,0,0,0,0,0,49,0,0,0,0,0,0,0
Point Sierra Nevada,2007,CA Central,Fall,3,0,0,0,0,0,27,0,0,0,0,0,0,0
Point Sierra Nevada,2007,CA Central,Spring,3,0,0,0,0,0,42,0,0,0,0,0,0,0
Point Sierra Nevada,2008,CA Central,Fall,3,0,0,0,0,0,28,0,0,0,0,0,0,0
Point Sierra Nevada,2008,CA Central,Spring,3,0,0,0,0,0,34,0,0,0,0,0,0,0
Point Sierra Nevada,2009,CA Central,Fall,3,0,0,0,0,0,17,0,0,0,0,0,0,0
Point Sierra Nevada,2009,CA Central,Spring,3,0,0,0,0,0,25,0,0,0,0,0,0,0
Point Sierra Nevada,2010,CA Central,Fall,3,0,0,0,0,0,36,0,0,0,0,0,0,0
Point Sierra Nevada,2010,CA Central,Spring,3,0,0,0,0,0,21,0,0,0,0,0,0,0
Point Sierra Nevada,2011,CA Central,Fall,3,0,0,0,0,0,31,0,0,0,0,0,0,0
Point Sierra Nevada,2011,CA Central,Spring,3,0,0,0,0,0,31,0,0,0,0,0,0,0
Point Sierra Nevada,2012,CA Central,Fall,3,0,0,0,0,0,25,0,0,0,0,0,0,0
Point Sierra Nevada,2012,CA Central,Spring,3,0,0,0,0,0,25,0,0,0,0,0,0,0
Point Sierra Nevada,2013,CA Central,Fall,3,0,0,0,0,0,21,0,0,0,0,0,0,0
Point Sierra Nevada,2013,CA Central,Spring,3,0,0,0,0,0,19,0,0,0,0,0,0,0
Point Sierra Nevada,2014,CA Central,Fall,3,0,0,0,0,0,1,0,0,0,0,0,0,0
Point Sierra Nevada,2014,CA Central,Spring,3,0,0,0,0,0,3,0,0,0,0,0,0,0
Point Sierra Nevada,2015,CA Central,Fall,3,0,0,3,0,0,6,0,0,0,0,0,0,0
Point Sierra Nevada,2015,CA Central,Spring,3,0,0,0,0,0,3,0,0,0,0,0,0,0
Point Sierra Nevada,2016,CA Central,Fall,3,0,0,1,0,0,30,0,0,0,0,0,0,0
Point Sierra Nevada,2016,CA Central,Spring,3,0,0,0,0,0,9,0,0,0,0,0,0,0
Point Sierra Nevada,2017,CA Central,Fall,3,0,0,0,0,0,2,0,0,0,0,0,0,0
Point Sierra Nevada,2018,CA Central,Fall,3,0,0,0,0,0,5,0,0,0,0,0,0,0
Point Sierra Nevada,2019,CA Central,Fall,3,0,0,0,0,0,2,0,0,0,0,0,0,0
Point Sierra Nevada,2020,CA Central,Fall,3,0,0,0,0,0,2,0,0,0,0,0,0,0
Point Sierra Nevada,2021,CA Central,Fall,3,0,0,0,0,0,3,0,0,0,0,0,0,0
Purisima,2015,CA Central,Spring,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Purisima,2016,CA Central,Spring,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Creek,2000,CA Central,Fall,3,0,0,0,0,0,147,0,0,0,0,0,0,0
Scott Creek,2000,CA Central,Spring,3,0,0,0,0,0,163,0,0,0,0,0,0,0
Scott Creek,2001,CA Central,Fall,3,0,0,0,0,0,149,0,0,0,0,0,0,0
Scott Creek,2001,CA Central,Spring,3,0,0,0,0,0,103,0,0,0,0,0,0,0
Scott Creek,2002,CA Central,Fall,3,0,0,0,0,0,117,0,0,0,0,0,0,0
Scott Creek,2002,CA Central,Spring,3,0,0,0,0,0,179,0,0,0,0,0,0,0
Scott Creek,2003,CA Central,Fall,3,0,0,0,0,0,147,0,0,0,0,0,0,0
Scott Creek,2003,CA Central,Spring,3,0,0,0,0,0,129,0,0,0,0,0,0,0
Scott Creek,2004,CA Central,Fall,3,0,0,0,0,0,214,0,0,0,0,0,0,0
Scott Creek,2004,CA Central,Spring,3,0,0,0,0,0,141,0,0,0,0,0,0,0
Scott Creek,2005,CA Central,Fall,3,0,0,0,0,0,170,0,0,0,0,0,0,0
Scott Creek,2005,CA Central,Spring,3,0,0,0,0,0,199,0,0,0,0,0,0,0
Scott Creek,2006,CA Central,Fall,3,0,0,0,0,0,315,0,0,0,0,1,0,0
Scott Creek,2006,CA Central,Spring,3,0,0,0,0,0,214,0,0,0,0,0,0,0
Scott Creek,2007,CA Central,Fall,3,0,0,0,0,0,181,0,0,0,0,0,0,0
Scott Creek,2007,CA Central,Spring,3,2,0,0,0,0,226,0,0,0,0,0,0,0
Scott Creek,2008,CA Central,Fall,3,0,0,0,0,0,393,0,0,0,0,0,0,0
Scott Creek,2008,CA Central,Spring,3,0,0,0,0,0,266,0,0,0,0,0,0,0
Scott Creek,2009,CA Central,Fall,3,0,0,0,0,0,312,0,0,0,0,1,0,0
Scott Creek,2009,CA Central,Spring,3,0,0,0,0,0,349,0,0,0,0,0,0,0
Scott Creek,2010,CA Central,Fall,3,5,0,1,0,0,309,0,0,0,0,1,0,0
Scott Creek,2010,CA Central,Spring,3,0,0,0,0,0,291,0,0,0,0,0,0,0
Scott Creek,2011,CA Central,Fall,3,1,0,0,0,0,187,0,0,0,0,0,1,0
Scott Creek,2011,CA Central,Spring,3,1,0,0,0,0,274,0,0,0,0,0,0,0
Scott Creek,2012,CA Central,Spring,3,0,0,0,0,0,206,0,0,0,0,0,0,0
Scott Creek,2013,CA Central,Fall,3,1,0,0,0,0,44,0,0,0,0,0,0,0
Scott Creek,2013,CA Central,Spring,3,0,0,0,0,0,149,0,0,0,0,0,0,0
Scott Creek,2014,CA Central,Fall,3,0,0,0,0,0,23,0,0,0,0,0,0,0
Scott Creek,2014,CA Central,Spring,3,0,0,0,0,0,35,0,0,0,0,0,0,0
Scott Creek,2015,CA Central,Fall,3,0,0,0,0,0,73,0,0,0,0,0,0,1
Scott Creek,2015,CA Central,Spring,3,0,0,0,0,0,16,0,0,0,0,0,0,0
Scott Creek,2016,CA Central,Spring,3,0,0,0,0,0,68,0,0,0,0,0,0,0
Scott Creek,2017,CA Central,Spring,3,1,0,0,0,0,186,0,0,0,0,0,0,0
Scott Creek,2018,CA Central,Spring,3,0,0,0,0,0,321,0,0,0,0,0,0,0
Scott Creek,2019,CA Central,Spring,3,0,0,0,0,0,201,0,0,0,0,0,0,0
Scott Creek,2020,CA Central,Fall,3,1,0,0,0,0,146,0,0,0,0,0,0,1
Scott Creek,2020,CA Central,Spring,3,1,0,0,0,0,219,0,0,0,0,0,0,1
Scott Creek,2021,CA Central,Spring,3,0,0,0,0,0,121,0,0,0,0,0,0,1
Shell Beach,1995,CA Central,Fall,3,0,0,0,0,0,16,0,0,0,0,0,0,0
Shell Beach,1996,CA Central,Fall,3,0,0,0,0,0,5,0,0,0,0,0,0,0
Shell Beach,1996,CA Central,Spring,3,0,0,0,0,0,10,0,0,0,0,0,0,0
Shell Beach,1997,CA Central,Fall,3,0,0,0,0,0,11,0,0,0,0,0,0,0
Shell Beach,1997,CA Central,Spring,3,0,0,0,0,0,8,0,0,0,0,0,0,0
Shell Beach,1998,CA Central,Fall,3,0,0,0,0,0,5,0,0,0,0,0,0,0
Shell Beach,1998,CA Central,Spring,3,0,0,0,0,0,11,0,0,0,0,0,0,0
Shell Beach,1999,CA Central,Fall,3,0,0,0,0,0,8,0,0,0,0,0,0,0
Shell Beach,1999,CA Central,Spring,3,0,0,0,0,0,7,0,0,0,0,0,0,0
Shell Beach,2000,CA Central,Fall,3,0,0,0,0,0,19,0,0,0,0,0,0,0
Shell Beach,2000,CA Central,Spring,3,0,0,0,0,0,8,0,0,0,0,0,0,0
Shell Beach,2001,CA Central,Fall,3,0,0,0,0,0,2,0,0,0,0,0,0,0
Shell Beach,2001,CA Central,Spring,3,0,0,0,0,0,4,0,0,0,0,0,0,0
Shell Beach,2002,CA Central,Fall,3,0,0,0,0,0,10,0,0,0,0,0,0,0
Shell Beach,2002,CA Central,Spring,3,0,0,0,0,0,1,0,0,0,0,0,0,0
Shell Beach,2003,CA Central,Fall,3,0,0,0,0,0,21,0,0,0,0,0,0,0
Shell Beach,2003,CA Central,Spring,3,0,0,0,0,0,4,0,0,0,0,0,0,0
Shell Beach,2004,CA Central,Fall,3,0,0,0,0,0,34,0,0,0,0,0,0,0
Shell Beach,2004,CA Central,Spring,3,0,0,0,0,0,26,0,0,0,0,0,0,0
Shell Beach,2005,CA Central,Fall,3,0,0,0,0,0,6,0,0,0,0,0,0,0
Shell Beach,2005,CA Central,Spring,3,0,0,0,0,0,10,0,0,0,0,0,0,0
Shell Beach,2006,CA Central,Fall,3,0,0,0,0,0,19,0,0,0,0,0,0,0
Shell Beach,2006,CA Central,Spring,3,0,0,0,0,0,9,0,0,0,0,0,0,0
Shell Beach,2007,CA Central,Fall,3,0,0,1,0,0,22,0,0,0,0,0,0,0
Shell Beach,2007,CA Central,Spring,3,0,0,0,0,0,11,0,0,0,0,0,0,0
Shell Beach,2008,CA Central,Fall,3,0,0,0,0,0,21,0,0,0,0,0,0,0
Shell Beach,2008,CA Central,Spring,3,0,0,0,0,0,11,0,0,0,0,0,0,0
Shell Beach,2009,CA Central,Fall,3,0,0,0,0,0,18,0,0,0,0,0,0,0
Shell Beach,2009,CA Central,Spring,3,0,0,0,0,0,7,0,0,0,0,0,0,0
Shell Beach,2010,CA Central,Fall,3,0,0,0,0,0,12,0,0,0,0,0,0,0
Shell Beach,2010,CA Central,Spring,3,0,0,0,0,0,10,0,0,0,0,0,0,0
Shell Beach,2011,CA Central,Fall,3,0,0,0,0,0,17,0,0,0,0,0,0,0
Shell Beach,2011,CA Central,Spring,3,0,0,0,0,0,16,0,0,0,0,0,0,0
Shell Beach,2012,CA Central,Fall,3,0,0,0,0,0,14,0,0,0,0,0,0,0
Shell Beach,2012,CA Central,Spring,3,0,0,0,0,0,7,0,0,0,0,0,0,0
Shell Beach,2013,CA Central,Fall,3,0,0,2,0,0,12,0,0,0,0,0,0,0
Shell Beach,2013,CA Central,Spring,3,0,0,0,0,0,8,0,0,0,0,0,0,0
Shell Beach,2014,CA Central,Fall,3,0,0,1,0,0,7,0,0,0,0,0,0,2
Shell Beach,2014,CA Central,Spring,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Shell Beach,2015,CA Central,Fall,3,0,0,0,0,0,4,0,0,0,0,0,0,0
Shell Beach,2015,CA Central,Spring,3,0,0,0,0,0,4,0,0,0,0,0,0,0
Shell Beach,2016,CA Central,Fall,3,0,0,5,0,0,4,0,0,0,0,0,0,0
Shell Beach,2016,CA Central,Spring,3,0,0,0,0,0,6,0,0,0,0,0,0,0
Shell Beach,2017,CA Central,Fall,3,0,0,1,0,0,3,0,0,0,0,0,0,0
Shell Beach,2018,CA Central,Fall,3,0,0,1,0,0,6,0,0,0,0,0,0,0
Shell Beach,2019,CA Central,Fall,3,0,0,0,0,0,3,0,0,0,0,0,0,0
Shell Beach,2020,CA Central,Fall,3,0,0,2,0,0,5,0,0,0,0,0,0,0
Shell Beach,2021,CA Central,Fall,3,0,0,1,0,0,4,0,0,0,0,0,0,0
Soberanes,2018,CA Central,Spring,3,0,0,1,0,0,3,0,0,0,0,3,0,0
Stairs,1992,CA Central,Fall,3,0,0,0,0,0,30,0,0,0,0,0,0,0
Stairs,1992,CA Central,Spring,3,0,0,0,0,0,62,0,0,0,0,0,0,0
Stairs,1993,CA Central,Fall,3,0,0,0,0,0,27,0,0,0,0,0,0,0
Stairs,1993,CA Central,Spring,3,0,0,0,0,0,37,0,0,0,0,0,0,0
Stairs,1994,CA Central,Fall,3,0,0,0,0,0,8,0,0,0,0,0,0,0
Stairs,1994,CA Central,Spring,3,0,0,0,0,0,27,0,0,0,0,0,0,0
Stairs,1995,CA Central,Fall,3,0,0,0,0,0,28,0,0,0,0,0,0,0
Stairs,1995,CA Central,Spring,3,0,0,0,0,0,25,0,0,0,0,0,0,0
Stairs,1996,CA Central,Fall,3,0,0,0,0,0,34,0,0,0,0,0,0,0
Stairs,1996,CA Central,Spring,3,0,0,0,0,0,64,0,0,0,0,0,0,0
Stairs,1997,CA Central,Fall,3,0,0,0,0,0,74,0,0,0,0,0,0,0
Stairs,1997,CA Central,Spring,3,0,0,0,0,0,87,0,0,0,0,0,0,0
Stairs,1998,CA Central,Fall,3,0,0,0,0,0,82,0,0,0,0,0,0,0
Stairs,1998,CA Central,Spring,3,0,0,0,0,0,130,0,0,0,0,0,0,0
Stairs,1999,CA Central,Fall,3,0,0,0,0,0,51,0,0,0,0,0,0,0
Stairs,1999,CA Central,Spring,3,0,0,0,0,0,61,0,0,0,0,0,0,0
Stairs,2000,CA Central,Fall,3,0,0,0,0,0,56,0,0,0,0,0,0,0
Stairs,2000,CA Central,Spring,3,0,0,0,0,0,36,0,0,0,0,0,0,0
Stairs,2001,CA Central,Fall,3,0,0,0,0,0,17,0,0,0,0,0,0,0
Stairs,2001,CA Central,Spring,3,0,0,0,0,0,40,0,0,0,0,0,0,0
Stairs,2002,CA Central,Fall,3,0,0,0,0,0,36,0,0,0,0,0,0,0
Stairs,2002,CA Central,Spring,3,0,0,0,0,0,41,0,0,0,0,0,0,0
Stairs,2003,CA Central,Fall,3,0,0,0,0,0,31,0,0,0,0,0,0,0
Stairs,2003,CA Central,Spring,3,0,0,0,0,0,41,0,0,0,0,0,0,0
Stairs,2004,CA Central,Fall,3,0,0,0,0,0,32,0,0,0,0,0,0,0
Stairs,2004,CA Central,Spring,3,0,0,0,0,0,64,0,0,0,0,0,0,0
Stairs,2005,CA Central,Fall,3,0,0,0,0,0,36,0,0,0,0,0,0,0
Stairs,2005,CA Central,Spring,3,0,0,0,0,0,63,0,0,0,0,0,0,0
Stairs,2006,CA Central,Fall,3,0,0,0,0,0,82,0,0,0,0,0,0,0
Stairs,2006,CA Central,Spring,3,0,0,0,0,0,77,0,0,0,0,0,0,0
Stairs,2007,CA Central,Fall,3,0,0,1,0,0,94,0,0,0,0,0,0,0
Stairs,2007,CA Central,Spring,3,0,0,0,0,0,115,0,0,0,0,0,0,0
Stairs,2008,CA Central,Fall,3,0,0,0,0,0,95,0,0,0,0,0,0,0
Stairs,2008,CA Central,Spring,3,0,0,1,0,0,106,0,0,0,0,0,0,1
Stairs,2009,CA Central,Fall,3,0,0,0,0,0,73,0,0,0,0,0,0,0
Stairs,2009,CA Central,Spring,3,0,0,0,0,0,86,0,0,0,0,0,0,0
Stairs,2010,CA Central,Fall,3,0,0,0,0,0,46,0,0,0,0,0,0,0
Stairs,2010,CA Central,Spring,3,0,0,0,0,0,57,0,0,0,0,0,0,0
Stairs,2011,CA Central,Fall,3,0,0,0,0,0,25,0,0,0,0,0,0,0
Stairs,2011,CA Central,Spring,3,0,0,0,0,0,37,0,0,0,0,0,0,0
Stairs,2012,CA Central,Fall,3,0,0,1,0,0,50,0,0,0,0,0,0,0
Stairs,2012,CA Central,Spring,3,0,0,1,0,0,29,0,0,0,0,0,0,0
Stairs,2013,CA Central,Fall,3,0,0,0,0,0,34,0,0,0,0,0,0,0
Stairs,2013,CA Central,Spring,3,0,0,0,0,0,34,0,0,0,0,0,0,0
Stairs,2014,CA Central,Fall,3,0,0,1,0,0,16,0,0,0,0,0,0,0
Stairs,2014,CA Central,Spring,2,0,0,0,0,0,6,0,0,0,0,0,0,0
Stairs,2014,CA Central,Spring,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Stairs,2015,CA Central,Fall,3,0,0,1,0,0,26,0,0,0,0,0,0,0
Stairs,2015,CA Central,Spring,3,0,0,0,0,0,16,0,0,0,0,0,0,0
Stairs,2016,CA Central,Fall,3,0,0,0,0,0,19,0,0,0,0,0,0,0
Stairs,2016,CA Central,Spring,3,0,0,7,0,0,74,0,0,0,0,0,0,0
Stairs,2017,CA Central,Fall,3,0,0,1,0,0,9,0,0,0,0,0,0,0
Stairs,2018,CA Central,Fall,2,0,0,0,0,0,12,0,0,0,0,0,0,0
Stairs,2019,CA Central,Fall,3,0,0,0,0,0,21,0,0,0,0,0,0,0
Stairs,2020,CA Central,Fall,3,0,0,0,0,0,10,0,0,0,0,0,0,0
Stairs,2021,CA Central,Fall,3,0,0,1,0,0,19,0,0,0,0,0,0,0
Stillwater,2000,CA Central,Fall,3,0,0,0,0,0,105,0,0,0,0,0,0,0
Stillwater,2000,CA Central,Spring,3,0,0,0,0,0,99,0,0,0,0,0,0,0
Stillwater,2001,CA Central,Fall,3,0,0,0,0,0,101,0,0,0,0,0,0,0
Stillwater,2001,CA Central,Spring,3,0,0,0,0,0,72,0,0,0,0,0,0,0
Stillwater,2002,CA Central,Fall,3,0,0,0,0,0,118,0,0,0,0,0,0,0
Stillwater,2002,CA Central,Spring,3,0,0,0,0,0,135,0,0,0,0,0,0,0
Stillwater,2003,CA Central,Fall,3,0,0,0,0,0,215,0,0,0,0,0,0,0
Stillwater,2003,CA Central,Spring,3,0,0,0,0,0,128,0,0,0,0,0,0,0
Stillwater,2004,CA Central,Fall,3,0,0,0,0,0,259,0,0,0,0,0,0,0
Stillwater,2004,CA Central,Spring,3,0,0,0,0,0,133,0,0,0,0,0,0,0
Stillwater,2005,CA Central,Fall,3,0,0,0,0,0,153,0,0,0,0,0,0,0
Stillwater,2005,CA Central,Spring,3,0,0,0,0,0,184,0,0,0,0,0,0,0
Stillwater,2006,CA Central,Fall,3,0,0,0,0,0,262,0,0,0,0,1,0,0
Stillwater,2006,CA Central,Spring,3,0,0,0,0,0,151,0,0,0,0,0,0,0
Stillwater,2007,CA Central,Fall,3,0,0,6,0,0,140,0,0,0,0,0,0,0
Stillwater,2007,CA Central,Spring,3,0,0,1,0,0,164,0,0,0,0,0,0,0
Stillwater,2008,CA Central,Fall,3,0,0,4,0,0,139,0,0,0,0,0,0,0
Stillwater,2008,CA Central,Spring,3,0,0,2,0,0,116,0,0,0,0,0,0,0
Stillwater,2009,CA Central,Fall,3,0,0,0,0,0,144,0,0,0,0,0,0,0
Stillwater,2009,CA Central,Spring,3,0,0,3,0,0,112,0,0,0,0,0,0,0
Stillwater,2010,CA Central,Fall,3,0,0,1,0,0,143,0,0,0,0,1,0,0
Stillwater,2010,CA Central,Spring,3,0,0,0,0,0,126,0,0,0,0,0,0,0
Stillwater,2011,CA Central,Fall,3,0,0,2,0,0,122,0,0,0,0,2,0,0
